gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	transcript_ID
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	42.097	620	285	14	4	1659	131	744	1.44E-127	416	Phel_contig_11488
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	42.097	620	285	14	4	1659	131	744	1.44E-127	416	Phel_contig_1748
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	42.097	620	285	14	4	1659	131	744	1.44E-127	416	Phel_contig_2588
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	41.997	631	274	16	4	1641	891	1514	1.66E-126	413	Phel_contig_11488
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	41.997	631	274	16	4	1641	891	1514	1.66E-126	413	Phel_contig_1748
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	41.997	631	274	16	4	1641	891	1514	1.66E-126	413	Phel_contig_2588
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	41.158	639	282	15	4	1659	631	1262	1.06E-124	408	Phel_contig_11488
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	41.158	639	282	15	4	1659	631	1262	1.06E-124	408	Phel_contig_1748
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	41.158	639	282	15	4	1659	631	1262	1.06E-124	408	Phel_contig_2588
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	41.946	596	264	12	1	1560	1150	1739	2.33E-124	407	Phel_contig_11488
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	41.946	596	264	12	1	1560	1150	1739	2.33E-124	407	Phel_contig_1748
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	41.946	596	264	12	1	1560	1150	1739	2.33E-124	407	Phel_contig_2588
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	42.744	503	219	11	241	1560	97	593	3.26E-103	345	Phel_contig_11488
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	42.744	503	219	11	241	1560	97	593	3.26E-103	345	Phel_contig_1748
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	42.744	503	219	11	241	1560	97	593	3.26E-103	345	Phel_contig_2588
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	46.313	339	139	7	1	897	1408	1743	3.60E-78	273	Phel_contig_11488
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	46.313	339	139	7	1	897	1408	1743	3.60E-78	273	Phel_contig_1748
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	46.313	339	139	7	1	897	1408	1743	3.60E-78	273	Phel_contig_2588
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	35.583	326	177	11	4	897	1669	1989	5.29E-34	142	Phel_contig_11488
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	35.583	326	177	11	4	897	1669	1989	5.29E-34	142	Phel_contig_1748
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	35.583	326	177	11	4	897	1669	1989	5.29E-34	142	Phel_contig_2588
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	46.154	130	65	3	232	609	1875	2003	1.94E-23	109	Phel_contig_11488
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	46.154	130	65	3	232	609	1875	2003	1.94E-23	109	Phel_contig_1748
g3184.t1	330.2556602	-3.588955627	1.035301753	-3.466579299	0.000527126	0.002759595	2	4	98	37	163	1792	18	25	87	105	34	88	21	1664	sp	Q9UGM3	DMBT1_HUMAN	46.154	130	65	3	232	609	1875	2003	1.94E-23	109	Phel_contig_2588
g3194.t2	417.801635	2.143114458	0.635164131	3.374111275	0.000740544	0.003663529	107	124	645	1164	33	240	27	428	840	418	942	7	1679	357	sp	P16444	DPEP1_HUMAN	51.832	382	162	7	130	1272	20	380	1.33E-134	395	Phel_contig_9499
g3215.t1	22.99540535	1.367252837	0.301093864	4.540952173	5.60E-06	5.73E-05	9	7	22	44	14	19	5	37	36	37	42	10	80	14	sp	Q0VCJ8	METL9_BOVIN	53.237	139	60	4	4	408	179	316	2.66E-42	146	Phel_contig_27834
g3232.t1	1551.613033	1.482691981	0.189322421	7.831571001	4.82E-15	3.91E-13	887	699	2843	2094	783	1104	256	2696	2732	2253	2916	757	4519	556	sp	Q95NR9	CALM_METSE	97.987	149	3	0	1	447	1	149	4.30E-103	294	Phel_contig_122
g3232.t1	1551.613033	1.482691981	0.189322421	7.831571001	4.82E-15	3.91E-13	887	699	2843	2094	783	1104	256	2696	2732	2253	2916	757	4519	556	sp	Q95NR9	CALM_METSE	97.987	149	3	0	1	447	1	149	4.30E-103	294	Phel_contig_2072
g3233.t1	4060.692517	-1.200042759	0.296464923	-4.047840623	5.17E-05	0.000394407	5404	5744	2813	1896	1994	4622	3361	3751	3326	2004	3889	8142	3601	3971	sp	Q95NR9	CALM_METSE	98.658	149	2	0	1	447	1	149	2.33E-103	295	Phel_contig_122
g3233.t1	4060.692517	-1.200042759	0.296464923	-4.047840623	5.17E-05	0.000394407	5404	5744	2813	1896	1994	4622	3361	3751	3326	2004	3889	8142	3601	3971	sp	Q95NR9	CALM_METSE	98.658	149	2	0	1	447	1	149	2.33E-103	295	Phel_contig_2072
g3284.t1	10.92331826	1.915042499	0.654140641	2.927569974	0.003416222	0.013265075	0	10	9	23	4	3	0	28	22	9	30	1	33	9	sp	Q5XHI2	K1143_XENLA	50.667	150	68	4	16	456	4	150	1.47E-30	111	Phel_contig_7401
g3318.t1	5326.862091	-7.79687472	0.630901386	-12.3583097	4.39E-35	4.73E-32	837	6988	62	9	1882	5434	13399	88	87	49	45	14497	69	12214	sp	P10079	FBP1_STRPU	34.454	238	138	6	55	732	19	250	2.59E-31	127	Phel_contig_5796
g3318.t1	5326.862091	-7.79687472	0.630901386	-12.3583097	4.39E-35	4.73E-32	837	6988	62	9	1882	5434	13399	88	87	49	45	14497	69	12214	sp	P10079	FBP1_STRPU	34.454	238	138	6	55	732	19	250	2.59E-31	127	Phel_contig_5797
g3320.t1	74.8113858	0.913476073	0.231038235	3.953787442	7.69E-05	0.00055604	44	46	96	127	58	47	21	97	79	160	151	71	131	31	sp	Q17QH8	D39U1_BOVIN	57.724	246	101	2	1	735	1	244	5.84E-96	286	Phel_contig_3928
g3358.t1	1909.873451	-1.124731464	0.2989856	-3.761824858	0.000168678	0.001075369	1163	2941	1381	1340	1546	1864	2091	1979	1116	1800	906	3461	1941	1847	sp	P05689	CATZ_BOVIN	68.248	274	82	3	76	891	34	304	1.07E-135	389	Phel_contig_3298
g3468.t1	61.51690182	1.16329894	0.282011797	4.125000981	3.71E-05	0.000296225	39	46	64	80	49	47	11	130	102	108	122	28	138	14	sp	Q9VBW3	CAD96_DROME	50.534	281	137	1	10	852	476	754	1.31E-98	309	Phel_contig_6884
g3493.t1	3767.776954	-1.746068317	0.357188066	-4.888372497	1.02E-06	1.29E-05	5056	3930	1471	2021	2740	3794	6505	3391	2617	1165	2043	4065	2361	4691	sp	Q9XY07	KARG_STIJA	67.473	372	118	2	1	1116	1	369	0	537	Phel_contig_2728
g3493.t1	3767.776954	-1.746068317	0.357188066	-4.888372497	1.02E-06	1.29E-05	5056	3930	1471	2021	2740	3794	6505	3391	2617	1165	2043	4065	2361	4691	sp	Q9XY07	KARG_STIJA	67.473	372	118	2	1	1116	1	369	0	537	Phel_contig_451
g3493.t1	3767.776954	-1.746068317	0.357188066	-4.888372497	1.02E-06	1.29E-05	5056	3930	1471	2021	2740	3794	6505	3391	2617	1165	2043	4065	2361	4691	sp	Q9XY07	KARG_STIJA	67.473	372	118	2	1	1116	1	369	0	537	Phel_contig_9819
g3557.t1	20.52261086	3.022370667	0.687176409	4.398245671	1.09E-05	0.000101223	1	1	8	71	6	6	1	95	41	36	52	2	9	10	sp	P80404	GABT_HUMAN	53.465	101	46	1	175	477	40	139	1.16E-33	127	Phel_contig_20161
g3558.t1	49.69498637	3.346089156	0.535484257	6.248716205	4.14E-10	1.26E-08	8	6	29	183	11	7	3	174	118	72	144	1	56	16	sp	P80404	GABT_HUMAN	52.012	323	154	1	1	966	177	499	3.64E-125	370	Phel_contig_20161
g3613.t1	1151.547856	-1.656542464	0.258127596	-6.417533381	1.38E-10	4.78E-09	1193	1406	625	681	1047	1006	1540	703	523	747	613	2138	941	1459	sp	Q4JIM4	PSN1_CHICK	56.091	394	142	7	151	1269	31	414	1.38E-112	342	Phel_contig_2240
g3728.t1	432.5359575	1.470987216	0.284503901	5.17035868	2.34E-07	3.54E-06	166	121	674	846	244	364	68	850	705	769	738	128	924	304	sp	Q6GQ29	CBPQ_XENLA	58.862	457	188	0	91	1461	13	469	0	567	Phel_contig_9087
g3758.t1	1.653219329	-3.532329377	1.253548653	-2.817863804	0.004834431	0.017659822	7	0	0	2	2	2	2	0	0	0	0	3	0	2	sp	Q7Z449	CP2U1_HUMAN	37.037	486	276	6	115	1491	52	534	8.74E-114	350	Phel_contig_7110
g3758.t1	1.653219329	-3.532329377	1.253548653	-2.817863804	0.004834431	0.017659822	7	0	0	2	2	2	2	0	0	0	0	3	0	2	sp	Q7Z449	CP2U1_HUMAN	37.037	486	276	6	115	1491	52	534	8.74E-114	350	Phel_contig_9657
g3768.t1	426.2674242	-2.39128644	0.351813993	-6.797019121	1.07E-11	4.68E-10	467	362	205	129	309	501	628	138	153	193	153	633	193	1014	sp	Q561L1	PUA1A_XENLA	66.204	432	143	1	4	1290	23	454	0	607	Phel_contig_4645
g3787.t1	89.11436184	1.939760398	0.378618762	5.123254823	3.00E-07	4.42E-06	14	19	122	212	48	69	6	256	157	118	154	24	229	50	sp	Q9H477	RBSK_HUMAN	57.475	301	126	2	28	924	22	322	1.18E-107	319	Phel_contig_1314
g3788.t2	9.960632475	2.407739304	0.618844056	3.890704423	1.00E-04	0.000686858	7	1	26	9	2	7	0	24	11	35	16	3	23	0	sp	Q7LHG5	YI31B_YEAST	38.8	250	152	1	25	774	626	874	1.58E-53	190	Phel_contig_20320
g3837.t1	71.68679198	0.710777342	0.227800316	3.120177154	0.001807423	0.007784506	46	36	86	121	77	77	13	115	111	101	112	66	130	29	sp	Q9CXR1	DHRS7_MOUSE	44.262	305	159	4	124	1026	26	323	3.09E-68	220	Phel_contig_16775
g3847.t1	1.700862967	3.943835592	1.146908453	3.438666427	0.000584587	0.003003032	0	0	1	4	0	0	0	3	2	9	6	0	4	0	sp	Q96DM1	PGBD4_HUMAN	26.619	278	184	6	442	1224	105	379	4.05E-22	102	Phel_contig_20850
g3847.t1	1.700862967	3.943835592	1.146908453	3.438666427	0.000584587	0.003003032	0	0	1	4	0	0	0	3	2	9	6	0	4	0	sp	Q96DM1	PGBD4_HUMAN	26.619	278	184	6	442	1224	105	379	4.05E-22	102	Phel_contig_24842
g3871.t1	220.8263027	3.080192408	0.717564541	4.292564965	1.77E-05	0.000153987	102	125	192	505	4	12	12	865	452	388	627	9	389	5	sp	P21129	P3_MOUSE	33.333	255	163	3	772	1533	197	445	7.01E-33	135	Phel_contig_2074
g3873.t1	11.11760479	1.712319819	0.716409706	2.390140453	0.016841931	0.048861086	5	15	13	28	7	0	2	14	22	10	35	0	26	1	sp	Q5RD64	CNTP2_PONAB	35.632	174	103	5	178	687	625	793	1.47E-25	108	Phel_contig_1504
g3873.t1	11.11760479	1.712319819	0.716409706	2.390140453	0.016841931	0.048861086	5	15	13	28	7	0	2	14	22	10	35	0	26	1	sp	Q5RD64	CNTP2_PONAB	35.632	174	103	5	178	687	625	793	1.47E-25	108	Phel_contig_22898
g3936.t1	161.2283416	-1.862486923	0.380665291	-4.892715374	9.95E-07	1.27E-05	107	97	112	74	418	135	187	75	63	78	87	490	111	106	sp	Q91YE3	EGLN1_MOUSE	40.374	374	199	7	43	1128	21	382	5.40E-83	264	Phel_contig_5042
g4022.t1	1884.428177	1.086721725	0.342913479	3.169084304	0.0015292	0.006759719	1371	1058	3494	2663	451	646	1211	3051	2562	2572	2871	824	5390	909	sp	Q9VZI3	UN112_DROME	47.486	716	273	14	40	1917	5	707	0	621	Phel_contig_512
g4028.t1	400.3851613	2.228699837	0.320877229	6.945646615	3.77E-12	1.80E-10	307	103	757	876	94	125	53	849	657	879	768	100	901	65	sp	Q8SQC1	SCRB1_PIG	33.563	435	271	6	115	1389	30	456	2.00E-80	263	Phel_contig_5495
g4061.t1	167.5213184	-6.424655595	0.899448491	-7.14288329	9.14E-13	4.87E-11	21	42	1	0	33	265	323	4	1	1	10	569	21	569	sp	P51821	ARF1_CHLRE	57.558	172	69	3	25	540	6	173	6.33E-66	203	Phel_contig_7118
g4103.t2	2442.896692	-1.617338382	0.332328646	-4.86668363	1.13E-06	1.41E-05	7764	2694	1439	1242	1913	2746	1657	1544	1341	1639	1214	3944	2005	1402	sp	Q64319	SLC31_RAT	31.49	651	375	16	103	2037	62	647	1.81E-102	330	Phel_contig_3205
g4182.t1	34.79107849	2.035908797	0.372036062	5.47234262	4.44E-08	8.22E-07	18	11	60	87	11	20	3	77	28	52	62	20	145	3	sp	Q8NBN7	RDH13_HUMAN	61.95	318	120	1	49	999	3	320	1.72E-121	357	Phel_contig_4830
g4190.t1	308.4126253	-1.049798015	0.21674124	-4.843554528	1.28E-06	1.56E-05	345	473	230	233	274	337	219	310	230	205	245	635	287	215	sp	P60901	PSA6_RAT	79.268	246	51	0	1	738	1	246	3.24E-151	424	Phel_contig_3355
g4218.t1	1119.993123	-4.435085394	0.528539847	-8.391203455	4.81E-17	5.53E-15	685	2359	141	107	623	786	3332	168	147	62	87	911	145	1592	sp	Q9BXW4	MLP3C_HUMAN	76.271	118	28	0	19	372	9	126	2.02E-62	190	Phel_contig_1808
g4227.t1	676.6731637	2.194059317	0.635903928	3.45029999	0.000559964	0.002896165	208	763	753	1025	174	83	60	1578	841	3531	622	107	968	31	sp	P83673	LYS1_CRAVI	54.783	115	42	4	79	420	75	180	2.19E-23	93.6	Phel_contig_269
g4227.t2	9810.194506	1.996726495	0.403394989	4.949804901	7.43E-07	9.73E-06	5605	7297	11230	22813	2630	2134	1726	30816	14207	15500	21116	2716	21918	956	sp	P83673	LYS1_CRAVI	54.783	115	42	4	103	444	75	180	1.73E-23	94	Phel_contig_269
g4233.t1	684.3062183	-1.281093701	0.270407266	-4.73764526	2.16E-06	2.52E-05	693	705	547	339	594	585	790	471	408	529	538	1445	593	741	sp	P48601	PRS4_DROME	89.342	441	45	1	1	1323	1	439	0	771	Phel_contig_1085
g4238.t1	389.4643301	3.54304112	0.442844533	8.000643233	1.24E-15	1.12E-13	34	81	782	357	46	104	43	887	360	1494	1195	35	1084	16	sp	Q9VBW3	CAD96_DROME	42.395	309	166	2	1243	2154	465	766	2.09E-81	278	Phel_contig_6884
g4243.t1	133.3703923	2.024945943	0.305739037	6.62311874	3.52E-11	1.38E-09	63	83	230	355	55	48	14	277	216	261	219	25	298	29	sp	D3ZVP7	ZFY21_RAT	42.979	235	116	6	13	702	11	232	6.05E-60	191	Phel_contig_8679
g4264.t1	82.50719073	1.759544927	0.385012138	4.570102482	4.87E-06	5.10E-05	15	13	137	176	47	71	6	182	118	93	188	34	233	51	sp	P46952	3HAO_HUMAN	42.606	284	132	4	19	792	5	283	5.04E-75	233	Phel_contig_6434
g4305.t1	9297.4531	-1.784115033	0.383628683	-4.650629926	3.31E-06	3.63E-05	7774	7758	4849	5119	5173	6641	13873	5538	4026	5328	5070	14494	6318	21609	sp	Q6P823	H33_XENTR	99.265	136	1	0	1	408	1	136	1.42E-94	271	Phel_contig_74
g4348.t1	398.4847367	-3.465420107	0.313574357	-11.05135045	2.16E-28	1.08E-25	538	410	41	69	1122	668	479	80	161	60	68	660	88	464	sp	B3STU3	CHAC1_RAT	50	158	76	2	46	513	31	187	2.97E-51	169	Phel_contig_7409
g4357.t1	288.8412269	-1.207936416	0.129260256	-9.344994738	9.19E-21	1.90E-18	334	270	235	216	406	380	242	238	188	174	184	450	280	310	sp	Q9DB05	SNAA_MOUSE	69.675	277	83	1	49	876	19	295	7.36E-147	417	Phel_contig_894
g4357.t2	288.8412269	-1.207936416	0.129260256	-9.344994738	9.19E-21	1.90E-18	334	270	235	216	406	380	242	238	188	174	184	450	280	310	sp	Q9DB05	SNAA_MOUSE	69.675	277	83	1	49	876	19	295	7.36E-147	417	Phel_contig_894
g4366.t1	58.18315226	0.806378947	0.328751449	2.452852906	0.014172828	0.042516407	45	43	81	94	45	54	7	83	81	48	129	64	138	13	sp	Q9BWU0	NADAP_HUMAN	49.792	480	218	9	520	1911	149	621	4.48E-132	417	Phel_contig_25377
g4368.t1	171.6579084	-1.318532459	0.376309315	-3.503852832	0.000458579	0.002453166	140	403	199	107	122	143	193	144	76	74	95	216	154	147	sp	Q62760	TOM20_RAT	54.777	157	53	3	22	492	7	145	8.88E-43	142	Phel_contig_9055
g4637.t1	1618.84222	-1.736053598	0.693481833	-2.503387277	0.012301086	0.037948051	333	201	677	858	1937	6847	198	985	819	1329	708	528	1064	5425	sp	Q26534	CATL_SCHMA	50.482	311	141	4	469	1392	18	318	1.28E-107	325	Phel_contig_4105
g4648.t1	49.86352038	0.778607748	0.29698484	2.62170873	0.008749017	0.028947975	22	20	72	111	58	53	9	102	47	53	81	45	87	26	sp	Q9GZT4	SRR_HUMAN	41.641	329	182	6	559	1530	7	330	1.12E-75	245	Phel_contig_17182
g470.t1	2283.568138	-1.618883919	0.561907	-2.881053128	0.003963488	0.015005838	3287	1735	1409	1110	586	777	4945	2299	1606	1359	873	1604	802	3851	sp	Q3ZMH1	SC5A8_DANRE	34.198	617	357	12	34	1851	15	593	8.16E-108	340	Phel_contig_847
g4768.t1	147.3149384	1.465871428	0.357844709	4.09638984	4.20E-05	0.000330913	35	41	140	367	78	160	26	400	270	252	168	52	295	89	sp	P26884	FKBP3_BOVIN	55.909	220	91	3	25	675	8	224	5.79E-59	188	Phel_contig_18584
g4809.t1	77.0614198	0.910625777	0.262153364	3.47363758	0.000513454	0.002699953	37	36	86	164	64	85	16	81	99	124	109	60	240	37	sp	Q5ND34	WDR81_MOUSE	33.333	1047	592	22	1246	4323	55	1016	8.98E-144	494	Phel_contig_4576
g4839.t1	596.6382936	-1.186796605	0.294902985	-4.024362814	5.71E-05	0.000431074	794	650	281	469	358	426	671	623	355	434	437	952	601	790	sp	A5D6U8	ACP7_DANRE	56.881	436	159	9	40	1287	17	443	7.01E-174	496	Phel_contig_14361
g4841.t1	574.7457108	-1.689732779	0.252278898	-6.697876025	2.11E-11	8.68E-10	773	852	380	346	513	457	673	321	314	291	261	963	444	725	sp	Q6DEL2	CLPT1_DANRE	61.728	567	209	4	130	1824	50	610	0	690	Phel_contig_1854
g4851.t1	271.0152075	-2.252543064	0.631510317	-3.566914115	0.00036121	0.002018653	225	458	110	57	76	59	792	167	118	123	38	217	226	248	sp	P48437	PROX1_MOUSE	61	200	70	1	1705	2304	543	734	1.40E-71	251	Phel_contig_3713
g4851.t2	436.5144668	-1.495292768	0.382525046	-3.909006176	9.27E-05	0.00064662	431	513	217	251	327	385	887	370	285	228	251	510	404	270	sp	P48437	PROX1_MOUSE	40.93	430	207	11	985	2229	337	734	1.45E-72	254	Phel_contig_3713
g4876.t1	380.6368396	-7.099885363	1.016700438	-6.983261833	2.88E-12	1.40E-10	1	8	4	2	260	962	183	3	4	3	22	243	10	2635	sp	O54750	CP2J6_MOUSE	40.698	172	96	4	10	516	11	179	9.15E-38	139	Phel_contig_2380
g4876.t1	380.6368396	-7.099885363	1.016700438	-6.983261833	2.88E-12	1.40E-10	1	8	4	2	260	962	183	3	4	3	22	243	10	2635	sp	O54750	CP2J6_MOUSE	40.698	172	96	4	10	516	11	179	9.15E-38	139	Phel_contig_6655
g4880.t1	12684.70945	-2.896954833	0.474425578	-6.106236615	1.02E-09	2.84E-08	6728	7185	2278	3096	7288	12364	29726	3698	3441	3462	4564	21789	5960	29170	sp	Q07352	TISB_HUMAN	46.698	212	81	7	13	588	1	200	2.71E-49	172	Phel_contig_276
g4887.t1	834.3942081	2.886985415	0.535659014	5.389595506	7.06E-08	1.24E-06	297	23	1401	2271	123	195	271	2648	1039	1967	1391	56	2142	69	sp	P06027	LECE_HELCR	38.158	152	81	4	76	519	3	145	1.25E-26	101	Phel_contig_14850
g4892.t1	1678.268117	-1.864992218	0.266077977	-7.009194221	2.40E-12	1.18E-10	2407	2301	1161	821	2615	1533	2103	617	683	793	1139	2271	938	1708	sp	P34885	KPC1B_CAEEL	51.449	138	51	2	166	531	161	298	1.13E-31	123	Phel_contig_223
g4958.t1	932.7020194	-2.863355929	0.493331789	-5.804118022	6.47E-09	1.45E-07	221	1024	446	245	648	955	2000	256	203	149	243	1861	422	1888	sp	Q8MQW8	SPRI_DROME	32.891	377	202	12	2431	3441	1418	1783	1.01E-44	181	Phel_contig_7253
g5013.t1	201.5788804	-2.748952023	0.523078573	-5.255332881	1.48E-07	2.38E-06	349	59	32	101	74	250	444	34	47	101	57	377	80	294	sp	P58682	TLR8_MOUSE	29.098	787	470	23	424	2709	287	1010	5.17E-53	204	Phel_contig_1244
g5040.t1	254.9851884	-1.168003686	0.284493199	-4.105559258	4.03E-05	0.000319162	185	376	106	203	252	235	303	233	140	201	159	364	369	263	sp	Q60803	TRAF3_MOUSE	39.33	567	321	8	82	1779	23	567	9.60E-127	387	Phel_contig_1639
g5115.t1	843.7617491	-3.080044683	0.47260699	-6.517137386	7.17E-11	2.64E-09	1534	2475	170	183	411	349	1489	321	196	242	224	1038	192	710	sp	Q61321	SIX4_MOUSE	61.429	210	74	2	256	879	99	303	1.86E-87	288	Phel_contig_2355
g5143.t1	356.1810237	-1.061949836	0.191443745	-5.547059453	2.91E-08	5.61E-07	445	492	366	268	417	438	233	287	204	214	320	605	328	274	sp	P25788	PSA3_HUMAN	74.39	246	57	2	1	735	1	241	1.73E-135	385	Phel_contig_9195
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	22.222	1368	806	58	445	4365	1665	2835	1.43E-37	159	Phel_contig_1077
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	22.222	1368	806	58	445	4365	1665	2835	1.43E-37	159	Phel_contig_12224
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	22.222	1368	806	58	445	4365	1665	2835	1.43E-37	159	Phel_contig_163
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	29.048	420	269	14	3925	5163	435	832	7.33E-32	140	Phel_contig_1077
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	29.048	420	269	14	3925	5163	435	832	7.33E-32	140	Phel_contig_12224
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	29.048	420	269	14	3925	5163	435	832	7.33E-32	140	Phel_contig_163
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	22.758	1037	588	40	442	3243	2530	3456	1.76E-27	126	Phel_contig_1077
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	22.758	1037	588	40	442	3243	2530	3456	1.76E-27	126	Phel_contig_12224
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	22.758	1037	588	40	442	3243	2530	3456	1.76E-27	126	Phel_contig_163
g5206.t1	164.9538819	1.786445731	0.610490146	2.926248267	0.00343077	0.013306423	161	95	17	341	52	56	15	281	129	533	387	69	620	11	sp	A2AVA0	SVEP1_MOUSE	27.7	426	268	14	3088	4311	373	776	1.98E-26	123	Phel_contig_1077
